Artikelnummer;URL;Bezeichnung;Model;Size;Bez1
02110001100A100;https://www.miraphone.de/bb-trumpet-rotary-valves-26.html;B-Zylindertrompete;Modell 11;;Modell 11
02110001100A120;https://www.miraphone.de/bb-trumpet-rotary-valves-25.html;B-Zylindertrompete;Modell 11;;Modell 11
02110001101A100;https://www.miraphone.de/bb-trumpet-rotary-valves-24.html;B-Zylindertrompete;Modell 11;;Modell 11
02110001102A100;https://www.miraphone.de/bb-trumpet-rotary-valves-23.html;B-Zylindertrompete;Modell 11;4/4;Modell 114/4
029R0000700A;https://www.miraphone.de/bb-trumpet-rotary-valves-22.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0000700A100;https://www.miraphone.de/bb-trumpet-rotary-valves-21.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0000700A110;https://www.miraphone.de/bb-trumpet-rotary-valves-20.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0000702A;https://www.miraphone.de/bb-trumpet-rotary-valves-19.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0000702A100;https://www.miraphone.de/bb-trumpet-rotary-valves-18.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0000702AP10;https://www.miraphone.de/bb-trumpet-piston-valves-10.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001100A;https://www.miraphone.de/bb-trumpet-rotary-valves-17.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001100A100;https://www.miraphone.de/bb-trumpet-rotary-valves-16.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001100A110;https://www.miraphone.de/bb-trumpet-rotary-valves-15.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001100A120;https://www.miraphone.de/bb-trumpet-rotary-valves-14.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001101A;https://www.miraphone.de/bb-trumpet-rotary-valves-13.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001101A100;https://www.miraphone.de/bb-trumpet-rotary-valves-12.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001101A120;https://www.miraphone.de/bb-trumpet-rotary-valves-11.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001102A;https://www.miraphone.de/bb-trumpet-rotary-valves-10.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001102A100;https://www.miraphone.de/bb-trumpet-rotary-valves-9.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001102A120;https://www.miraphone.de/bb-trumpet-rotary-valves-8.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R0001102AP10;https://www.miraphone.de/bb-trumpet-rotary-valves-7.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R1001100A;https://www.miraphone.de/bb-trumpet-rotary-valves-6.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R1001100A100;https://www.miraphone.de/bb-trumpet-rotary-valves-5.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R1001100A120;https://www.miraphone.de/bb-trumpet-rotary-valves-4.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R1001101A100;https://www.miraphone.de/bb-trumpet-rotary-valves-3.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R1001101A120;https://www.miraphone.de/bb-trumpet-rotary-valves-2.html;B-Zylindertrompete;Modell 9R;;Modell 9R
029R1001102A120;https://www.miraphone.de/bb-trumpet-rotary-valves-1.html;B-Zylindertrompete;Modell 9R;;Modell 9R
0324R000700A;https://www.miraphone.de/bb-fluegelhorn-31.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R000700A100;https://www.miraphone.de/bb-fluegelhorn-30.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R000700A110;https://www.miraphone.de/bb-fluegelhorn-29.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R000700A120;https://www.miraphone.de/bb-fluegelhorn-28.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R000700A125;https://www.miraphone.de/bb-fluegelhorn-27.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R000700A130;https://www.miraphone.de/bb-fluegelhorn-26.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001100A;https://www.miraphone.de/bb-fluegelhorn-25.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001100A100;https://www.miraphone.de/bb-fluegelhorn-24.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001100A100G010;https://www.miraphone.de/bb-fluegelhorn-24-0324r001100a100-1.html;B-Flügelhorn;model 24R;;model 24R
0324R001100A101;https://www.miraphone.de/bb-fluegelhorn-34.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001100A110;https://www.miraphone.de/bb-fluegelhorn-23.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001100A120;https://www.miraphone.de/bb-fluegelhorn-22.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001100A125;https://www.miraphone.de/bb-fluegelhorn-21.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001100A130;https://www.miraphone.de/bb-fluegelhorn-20.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001101A;https://www.miraphone.de/bb-fluegelhorn-19.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001101A100;https://www.miraphone.de/bb-fluegelhorn-18.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001101A125;https://www.miraphone.de/bb-fluegelhorn-17.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001101A130;https://www.miraphone.de/bb-fluegelhorn.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001102A;https://www.miraphone.de/bb-fluegelhorn-16.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001102A100;https://www.miraphone.de/bb-fluegelhorn-15.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001102A125;https://www.miraphone.de/bb-fluegelhorn-14.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001102A130;https://www.miraphone.de/bb-fluegelhorn-13.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001102AP00;https://www.miraphone.de/bb-fluegelhorn-12.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001102AP01;https://www.miraphone.de/bb-fluegelhorn-11.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001102AP10;https://www.miraphone.de/bb-fluegelhorn-10.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001102AP12;https://www.miraphone.de/bb-fluegelhorn-9.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R001102AP13;https://www.miraphone.de/bb-fluegelhorn-8.html;B-Flügelhorn;Modell 24R;;Modell 24R
0324R100700A;https://www.miraphone.de/bb-fluegelhorn-7.html;B-Flügelhorn;Modell 24R;;Modell 24R
03250001100A;https://www.miraphone.de/bb-fluegelhorn-33.html;B-Flügelhorn;Modell 25;;Modell 25
03250001100A100;https://www.miraphone.de/bb-fluegelhorn-6.html;B-Flügelhorn;Modell 25;;Modell 25
03250001100A120;https://www.miraphone.de/bb-fluegelhorn-25-2.html;Bb fluegelhorn 25;Modell 25;;Modell 25
03250001100A125;https://www.miraphone.de/bb-fluegelhorn-5.html;B-Flügelhorn;Modell 25;;Modell 25
03250001100A130;https://www.miraphone.de/bb-fluegelhorn-32.html;B-Flügelhorn;Modell 25;;Modell 25
03250001101A100;https://www.miraphone.de/bb-fluegelhorn-4.html;B-Flügelhorn;Modell 25;;Modell 25
03250001101AP10;https://www.miraphone.de/bb-fluegelhorn-3.html;B-Flügelhorn;Modell 25;;Modell 25
03250001101AP20;https://www.miraphone.de/bb-fluegelhorn-2.html;B-Flügelhorn;Modell 25;;Modell 25
03250001102A100;https://www.miraphone.de/bb-fluegelhorn-1.html;B-Flügelhorn;Modell 25;;Modell 25
040036L0700A;https://www.miraphone.de/eb-alto-horn-left-hand-action-1.html;ES-KONZERTHORN;Modell 36L;;Modell 36L
040036L1100A;https://www.miraphone.de/eb-alto-horn-left-hand-action.html;ES-KONZERTHORN;Modell 36L;;Modell 36L
040036R0700A;https://www.miraphone.de/eb-alto-horn-right-hand-action-1.html;ES-KONZERTHORN;Modell 36R;;Modell 36R
040036R1100A;https://www.miraphone.de/eb-alto-horn-right-hand-action.html;ES-KONZERTHORN;Modell 36R;;Modell 36R
050037007000;https://www.miraphone.de/b-basstrompete-7.html;B-Baßtrompete;Modell 37;;Modell 37
050037007000100;https://www.miraphone.de/b-basstrompete-5.html;B-Baßtrompete;Modell 37;;Modell 37
050037011000;https://www.miraphone.de/b-basstrompete-8.html;B-Baßtrompete;Modell 37;;Modell 37
050037011000100;https://www.miraphone.de/b-basstrompete-6.html;B-Baßtrompete;Modell 37;;Modell 37
050037407000;https://www.miraphone.de/b-basstrompete-4.html;B-Baßtrompete;Modell 37;;Modell 37
050037407000120;https://www.miraphone.de/b-basstrompete-3.html;B-Baßtrompete;Modell 37;;Modell 37
050037411000;https://www.miraphone.de/b-basstrompete.html;B-Baßtrompete;Modell 37;;Modell 37
050037411000100;https://www.miraphone.de/b-basstrompete-2.html;B-Baßtrompete;Modell 37;;Modell 37
050047007000;https://www.miraphone.de/bb-tenor-horn-17.html;B-Tenorhorn;Modell 47;;Modell 47
050047007020P11;https://www.miraphone.de/bb-tenor-horn.html;B-Tenorhorn;Modell 47;;Modell 47
050047011000;https://www.miraphone.de/bb-tenor-horn-16.html;B-Tenorhorn;Modell 47;;Modell 47
050047407000;https://www.miraphone.de/bb-tenor-horn-15.html;B-Tenorhorn;Modell 47;;Modell 47
050047411000;https://www.miraphone.de/bb-tenor-horn-14.html;B-Tenorhorn;Modell 47;;Modell 47
050237011000100;https://www.miraphone.de/bb-bass-trumpet-1.html;B-Baßtrompete;Modell 237;;Modell 237
05047WL07000;https://www.miraphone.de/b-tenorhorn-05047wl07000.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
05047WL07000100;https://www.miraphone.de/b-tenorhorn-05047wl07000100.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
05047WL07000200;https://www.miraphone.de/b-tenorhorn-05047wl07000200.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
05047WL07020;https://www.miraphone.de/b-tenorhorn-05047wl07020.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
05047WL11000;https://www.miraphone.de/b-tenorhorn-05047wl11000.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
05047WL11000100;https://www.miraphone.de/b-tenorhorn-05047wl11000100.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
05047WL11000200;https://www.miraphone.de/b-tenorhorn-05047wl11000200.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL407000;https://www.miraphone.de/b-tenorhorn-0547wl407000.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL407000100;https://www.miraphone.de/b-tenorhorn-0547wl407000100.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL407000930G050;https://www.miraphone.de/bb-tenor-horn-47wl-0547wl407000930g050.html;Bb tenor horn;model 47WL;;model 47WL
0547WL411000;https://www.miraphone.de/b-tenorhorn-0547wl411000.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL411000100;https://www.miraphone.de/b-tenorhorn-0547wl411000100.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL411000200;https://www.miraphone.de/b-tenorhorn-model-47.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL411000G010;https://www.miraphone.de/bb-tenor-horn-47wl-0547wl411000g050-1.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL411000G050;https://www.miraphone.de/bb-tenor-horn-47wl-0547wl411000g050.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL411020;https://www.miraphone.de/tenorhorn-47.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL411020100;https://www.miraphone.de/b-tenorhorn-47.html;B-Tenorhorn;Modell 47WL;;Modell 47WL
0547WL411020E10;https://www.miraphone.de/tenorhorn-47-edition.html;B-Tenorhorn;Modell 47WL4 Edition;;Modell 47WL4 Edition
0547WL411020E30;https://www.miraphone.de/b-tenorhorn-47-edition.html;B-Tenorhorn;Modell 47WL4 Edition;;Modell 47WL4 Edition
070054L0700A;https://www.miraphone.de/bb-baritone-17.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L0700A100;https://www.miraphone.de/bb-baritone-16.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L0700A200;https://www.miraphone.de/bb-baritone-54l-4-valves-model-loimayr-2.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L0702A100;https://www.miraphone.de/bb-baritone-54l-070054l0700a100-1.html;Bb baritone 54L, 4 valves, model Loimayr;Modell 54L Loimayr;;Modell 54L Loimayr
070054L1100A;https://www.miraphone.de/bb-baritone-14.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L1100A100;https://www.miraphone.de/bb-baritone-13.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L1100A200;https://www.miraphone.de/bb-baritone-12.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L1100AG010;https://www.miraphone.de/bb-baritone-54l-4-valves-model-loimayr-brushed.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L1100AG050;https://www.miraphone.de/bb-baritone-54l-070054l1100ag050.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L1102A;https://www.miraphone.de/bb-baritone-11.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L1102A100;https://www.miraphone.de/bb-baritone-10.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
070054L1102AE10;https://www.miraphone.de/bb-baritone-9.html;B-Bariton;Modell 54L Loimayr Edition;;Modell 54L Loimayr Edition
070054L1102AE20;https://www.miraphone.de/bb-baritone-8.html;B-Bariton;Modell 54L Loimayr Edition;;Modell 54L Loimayr Edition
070054L1102AE30;https://www.miraphone.de/bb-baritone-7.html;B-Bariton;Modell 54L Loimayr Edition;;Modell 54L Loimayr Edition
070054L1102AE40;https://www.miraphone.de/bb-baritone-6.html;B-Bariton;Modell 54L Loimayr Edition;;Modell 54L Loimayr Edition
070056511000200;https://www.miraphone.de/bb-kaiser-baritone-11.html;B-Kaiserbariton;Modell 565;;Modell 565
070056A07000;https://www.miraphone.de/bb-kaiser-baritone-10.html;B-Kaiserbariton;Modell 56A;;Modell 56A
070056A07000200;https://www.miraphone.de/bb-kaiser-baritone-9.html;B-Kaiserbariton;Modell 56A;;Modell 56A
070056A07020;https://www.miraphone.de/bb-kaiser-baritone-8.html;B-Kaiserbariton;Modell 56A;;Modell 56A
070056A07020200;https://www.miraphone.de/bb-kaiser-baritone-7.html;B-Kaiserbariton;Modell 56A;;Modell 56A
070056A11000;https://www.miraphone.de/bb-kaiser-baritone-6.html;B-Kaiserbariton;Modell 56A;;Modell 56A
070056A11000200;https://www.miraphone.de/bb-kaiser-baritone-5.html;B-Kaiserbariton;Modell 56A;;Modell 56A
070056B07000;https://www.miraphone.de/bb-kaiser-baritone-bellfront-2.html;B-Kaiserbariton, Bellfront;Modell 56B;;Modell 56B
070056B11000;https://www.miraphone.de/bb-kaiser-baritone-bellfront-1.html;B-Kaiserbariton, Bellfront;Modell 56B;;Modell 56B
070056L07000;https://www.miraphone.de/bb-kaiser-baritone-4.html;B-Kaiserbariton;Modell 56L;;Modell 56L
070056L11000;https://www.miraphone.de/bb-kaiser-baritone-3.html;B-Kaiserbariton;Modell 56L;;Modell 56L
070056L11000100;https://www.miraphone.de/bb-kaiser-baritone-2.html;B-Kaiserbariton;Modell 56L;;Modell 56L
070056L11000200;https://www.miraphone.de/bb-kaiser-baritone-1.html;B-Kaiserbariton;Modell 56L;;Modell 56L
070056L11000700;https://www.miraphone.de/bb-kaiser-baritone.html;B-Kaiserbariton;Modell 56L;;Modell 56L
07054L51102A;https://www.miraphone.de/bb-baritone-5.html;B-Bariton;Modell 54L Loimayr;;Modell 54L Loimayr
07054L51102AE10;https://www.miraphone.de/bb-baritone-4.html;B-Bariton;Modell 54L Loimayr Edition;;Modell 54L Loimayr Edition
0753N000700A;https://www.miraphone.de/bb-baritone-3.html;B-Bariton;Modell 53N;;Modell 53N
0753N000700A200;https://www.miraphone.de/bb-baritone-2.html;B-Bariton;Modell 53N;;Modell 53N
0753N000702A;https://www.miraphone.de/bb-baritone-1.html;B-Bariton;Modell 53N;;Modell 53N
0753N001100A;https://www.miraphone.de/bb-baritone.html;B-Bariton;Modell 53N;;Modell 53N
